"IV","DV"
-0.729746950024855,0.739360733069512
1.55894119666156,-0.897765425569694
1.87894858113621,-0.478074150432246
0.368308607208376,-0.936558252061799
0.0280593930320522,1.56903408446481
2.18060599879298,-2.19749246253881
-0.570808519118086,1.04644881579581
-1.64915759362735,0.515333556369087
0.842114495360272,-0.922303287257127
0.000471436433798775,-1.05905185902234
-0.301035999846884,0.98080585825354
-0.0577379807359879,2.00956571053243
-1.41979376295909,-0.0548755010507091
0.533456347100996,-0.599728553740197
-0.000313941742098869,-1.45771747768006
0.450888305007925,0.222314483138333
1.54767560786028,-0.548979779104025
0.609786824460231,-0.459617430802202
0.474161347827314,2.7212464596673
1.28554691738554,0.608442585506932
0.0478744220788347,0.714704812200111
-0.437460636175748,0.0480047029558796
0.811196165041281,0.0323251065101095
-1.14827825782535,-0.484739847953255
-0.944573410144939,-0.390687289154309
1.55642398966924,-0.474069752944801
0.402820617188824,-1.0400845859292
-0.327103249321308,-0.518585998543918
-0.571715263280915,-0.0941401353070133
0.917212434479194,0.351767892059536
0.843491412670424,-0.400638652444286
-0.262152370915998,0.098911942641868
-0.588490729406821,-0.1377828982126
-1.6829033738746,-0.662125139773213
-0.138238943734157,0.58615688774763
-0.851090205629426,0.403782962470427
0.12417086039917,-1.30713021642925
0.706444244205802,0.113672275790661
0.692139187393656,0.0902585859920865
-0.335092337230582,0.299322847873034
0.499330104076074,-2.20051545242435
-0.671823826506115,-1.71338153033145
0.961929554609737,1.11925354759514
1.44702387873589,-0.655135550049002
-1.66916989420543,0.735211554721114
-0.315739412740423,0.327666201449084
-1.0771035745371,0.070972957988385
-0.529764104217589,1.67440526408288
-0.294612428001802,-1.42807586082265
1.29833509866425,-0.527244903268571
1.20239619815053,-0.190089291268567
-0.851032846537936,-1.3144305733555
0.671740845752699,-0.0133520888545744
0.793190468721157,0.0149447320749767
-1.19447427041494,-1.52501540910204
0.0753190944342676,-1.56089182645419
-1.33046693492051,-0.246423251054817
1.45937359145956,-0.0904228689302048
0.921302336166802,0.283864883778728
-0.13709639647682,-1.03983591801283
0.851794319944944,0.490859273950683
1.97734566944951,0.478493572379955
1.92833685540429,0.960411960324312
0.436623450569574,-1.0085352872673
1.00267272693232,-0.478392786864518
-0.528999198591082,-1.15237112021561
1.38349045786713,-0.842839702605714
1.19456717784083,0.421551855066231
0.807961099227903,0.525918907397642
2.07204325378445,1.56753956835518
-0.13998995781596,1.09747921113693
0.0083834653427389,-0.0646840904207138
-1.34466784950255,-1.72646253621816
-0.414881607501196,0.322475928934215
-0.615009248465673,2.07518555290491
0.591230250577019,0.895557798208022
2.27034710714339,-1.41750381097608
1.15447842898362,1.9274054654393
0.052808413961353,0.0197316426752646
0.608816598041036,-1.59820984926132
0.274582248546522,0.272319756368211
0.0524174070120558,-1.33563274484166
0.449124058720091,0.0826452702289267
0.306041213508569,-2.57448189943608
1.37072822588597,0.924690846868437
0.364622831872881,0.115596972201253
0.366223009127063,-0.484795691642542
-1.14751904677401,0.149904912451646
0.195197357701087,-0.0202539208670772
0.0112328284989472,0.620567033293294
-0.0983498771129614,-0.91989093970248
-1.06983492032546,1.08476028320666
0.251664384168672,1.41414931620051
-1.1345059591896,-0.425266396829185
-1.02121186755088,1.2858612870174
-0.78141791081228,-2.12560057118524
-0.75236889577216,-0.139411046905847
0.969297332871904,0.879116129509094
0.73656538786299,-1.94010595206327
-0.484573003669696,-0.129940796747741
0.00683834752308433,0.545269480916773
0.279667142274433,0.87278591146527
-0.29130007921232,-1.4460049594847
1.25758301832126,0.913517314545108
-1.45422277941045,-0.16873891085526
0.51856480721547,0.982265676108504
0.81872216738272,-0.0155689427235684
1.40671821531522,2.15849424386427
0.138840955366284,-1.10504110160524
0.896088171101735,-1.31523281568048
-0.670592254987494,0.528043732844894
